,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,median_dwell,bucketed_dwell_times,popularity_by_hour,popularity_by_day,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,tier1,normalized_tier1,tier2,normalized_tier2,weekly_minutes_open,weekly_days_open,geometry,dist_to_charger
10,Utah CNA Training Centers,,Technical and Trade Schools,,6115.0,41.752185,-111.829754,1115 N 200 E Ste 140,Logan,UT,84341,,,1,1,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",490050006002,{},{},,38.0,"{'<5': 0, '5-10': 0, '11-20': 0, '21-60': 1, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",9.175550341766684,6.478369824478935e-08,2.1215819193697037e-07,0.00011782726522917404,0.0004020908725371934,0,0.0,1,9.175550341766684,,,POINT (-111.829754 41.75218499999998),1655.8931752061394
11,Fastenal,Fastenal,Building Material and Supplies Dealers,Hardware Stores,444130.0,41.743511,-111.858543,642 North 1000 West Su.#109,Logan,UT,84321,"{'Mon': [['7:30', '16:30']], 'Tue': [['7:30', '16:30']], 'Wed': [['7:30', '16:30']], 'Thu': [['7:30', '16:30']], 'Fri': [['7:30', '16:30']], 'Sat': [], 'Sun': []}","Paint Store,Safety Equipment,Lighting,Hardware and Tools,Plumbing",69,17,"[4,1,2,1,4,4,4,4,1,0,3,2,2,5,2,0,0,4,2,4,3,5,0,0,1,1,2,5,3,0]",490050005022,"{""490039601002"":5,""490050005013"":4,""490039603001"":4}","{""051190044002"":4,""490039601002"":4,""490050002012"":4,""490111262021"":4,""490050001021"":4}",24924.0,78.0,"{'<5': 0, '5-10': 10, '11-20': 6, '21-60': 13, '61-120': 17, '121-240': 2, '>240': 21}","[0,0,0,0,0,0,10,18,19,18,21,22,19,23,27,24,20,13,3,4,1,0,0,0]","{""Monday"":9,""Tuesday"":9,""Wednesday"":12,""Thursday"":17,""Friday"":18,""Saturday"":2,""Sunday"":2}","{""android"":5,""ios"":7}",633.1129735819012,4.4700751788904656e-06,3.606689262928496e-06,0.0005013915431959714,0.0009143674962232646,40,367.0220136706673,53,486.30416811363426,2700.0,5.0,POINT (-111.858543 41.743511000000005),6746.396668826636
12,Miller Auto Body,,Automotive Repair and Maintenance,,8111.0,41.749561,-111.833198,50 E 1000 N,Logan,UT,84321,"{'Mon': [['8:00', '17:00']], 'Tue': [['8:00', '17:00']], 'Wed': [['8:00', '17:00']], 'Thu': [['8:00', '17:00']], 'Fri': [['8:00', '17:00']], 'Sat': [], 'Sun': []}","Body Shops,Towing",37,2,"[1,0,0,2,2,1,1,0,0,0,1,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,1,4,2,0]",490050006003,{},"{""490050003003"":4}",,231.0,"{'<5': 0, '5-10': 2, '11-20': 0, '21-60': 1, '61-120': 1, '121-240': 20, '>240': 13}","[0,0,0,0,0,0,2,16,17,17,17,15,8,17,17,17,15,4,0,0,0,0,0,0]","{""Monday"":7,""Tuesday"":8,""Wednesday"":6,""Thursday"":9,""Friday"":7,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",339.4953626453673,2.396996835057206e-06,4.243163838739407e-07,0.0004298077481558924,0.0008696265306602111,34,311.96871162006727,35,321.14426196183393,2700.0,5.0,POINT (-111.833198 41.74956099999999),2866.781319637084
13,Domino's Pizza,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,41.753229,-111.834911,1153 N Main St,Logan,UT,84341,"{'Mon': [['10:00', '24:00']], 'Tue': [['10:00', '24:00']], 'Wed': [['10:00', '24:00']], 'Thu': [['10:00', '24:00']], 'Fri': [['10:00', '24:00']], 'Sat': [['0:00', '1:00'], ['10:30', '24:00']], 'Sun': [['0:00', '1:00'], ['10:30', '24:00']]}","Counter Service,Pizza,Sandwich Shop,Lunch,Dinner",280,113,"[7,7,2,9,12,13,9,6,17,4,8,12,7,12,20,16,0,7,8,11,14,22,13,1,8,8,6,11,3,7]",490050005022,"{""490050005021"":10,""490050006004"":8,""490050004011"":7,""490050006006"":6,""490050007011"":5,""490050003004"":5,""483396920021"":4,""490050013002"":4,""490050005013"":4,""490050008003"":4,""490050002011"":4,""490339501001"":4,""490050002024"":4,""490050007023"":4,""160419702003"":4,""490050012021"":4,""490050006005"":4,""490050006001"":4,""490050002022"":4,""040134216022"":4,""490050004033"":4,""490050001013"":4,""490050013001"":4,""490050008001"":4,""061130111022"":4,""490451307022"":4}","{""490050005022"":6,""490050008001"":5,""490050006006"":5,""490451307033"":4,""490050004011"":4,""490039603005"":4,""490050007022"":4,""490050009001"":4,""490050002022"":4,""490050005021"":4,""490050014021"":4,""490050006004"":4,""490572112023"":4,""490050006002"":4,""490050007012"":4,""040134216022"":4,""490050013002"":4,""490050012012"":4,""490050001013"":4,""490050003004"":4,""490050007023"":4}",3451.0,30.0,"{'<5': 13, '5-10': 73, '11-20': 25, '21-60': 67, '61-120': 38, '121-240': 33, '>240': 31}","[25,17,2,1,1,1,1,3,23,28,44,46,51,52,44,41,37,52,37,40,34,31,35,31]","{""Monday"":32,""Tuesday"":40,""Wednesday"":37,""Thursday"":46,""Friday"":58,""Saturday"":60,""Sunday"":7}","{""android"":50,""ios"":61}",2569.1540956946715,1.8139435508541014e-05,2.3973875688877648e-05,0.0001555811400096905,0.00022706575094293108,102,935.9061348602017,169,1550.6680077585695,5940.0,7.0,POINT (-111.834911 41.75322899999998),2115.1279330201673
14,Jiffy Lube,Jiffy Lube,Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops,811191.0,41.71088,-111.83411,1152 S Main St,Logan,UT,84321,"{'Mon': [], 'Tue': [], 'Wed': [], 'Thu': [], 'Fri': [], 'Sat': [['8:00', '17:00']], 'Sun': []}","Batteries,Oil Changes,Tires",2,1,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]",490050011011,{},{},,6.0,"{'<5': 1, '5-10': 1, '11-20': 0, '21-60': 0, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",18.351100683533367,1.295673964895787e-07,2.1215819193697037e-07,2.3232851251669865e-05,4.700683949514655e-05,0,0.0,0,0.0,540.0,1.0,POINT (-111.83411 41.71088),3604.1220782596674
15,Mattress Firm,Mattress Firm,Furniture Stores,Furniture Stores,442110.0,41.752767,-111.835111,1145 N Main St,Logan,UT,84341,"{'Mon': [['9:00', '21:00']], 'Tue': [['9:00', '21:00']], 'Wed': [['9:00', '21:00']], 'Thu': [['9:00', '21:00']], 'Fri': [['9:00', '21:00']], 'Sat': [['9:00', '21:00']], 'Sun': [['11:00', '18:00']]}","Framing,Furniture,Mattresses",90,83,"[6,3,2,2,3,4,2,3,5,3,3,5,3,3,3,3,4,1,3,1,0,5,5,5,4,1,4,1,2,1]",490050005022,"{""490050012022"":6,""490050003004"":6,""490050007022"":6,""490532701002"":4,""490050005021"":4,""490050008003"":4,""160050003003"":4,""490050014011"":4,""490050011022"":4,""490050005013"":4,""490050003003"":4,""490050014013"":4,""160419702002"":4,""490050002022"":4,""490050004022"":4,""490050007012"":4,""490039602001"":4,""490039602003"":4,""490050009003"":4,""490339501001"":4,""490050013003"":4,""490050004011"":4}","{""490050007022"":7,""490050012022"":5,""490050005021"":4,""490050004011"":4,""490211105004"":4,""160419702002"":4,""490050003004"":4,""160419701003"":4,""490050006002"":4,""490039608021"":4,""490050006003"":4,""490050005013"":4,""490339501001"":4,""490050004022"":4,""160050003003"":4,""490050014021"":4,""490050006005"":4,""490050011022"":4,""490050006004"":4,""490050008003"":4,""490050004034"":4}",6687.0,10.0,"{'<5': 2, '5-10': 47, '11-20': 27, '21-60': 10, '61-120': 4, '121-240': 0, '>240': 0}","[9,6,3,1,1,0,0,1,1,3,3,3,7,8,7,5,3,7,4,12,7,5,8,9]","{""Monday"":10,""Tuesday"":12,""Wednesday"":12,""Thursday"":6,""Friday"":19,""Saturday"":17,""Sunday"":14}","{""android"":39,""ios"":42}",825.7995307590015,5.830532842031042e-06,1.7609129930768537e-05,0.0029780616127858,0.0047179702243656,4,36.702201367066735,14,128.45770478473358,4740.0,7.0,POINT (-111.835111 41.75276700000001),2260.9035309894034
16,Maverik,Maverik,Petroleum and Petroleum Products Merchant Wholesalers,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),424720.0,41.922402,-111.815099,10 S 200 W,Richmond,UT,84333,"{'Mon': [['4:30', '24:00']], 'Tue': [], 'Wed': [], 'Thu': [], 'Fri': [], 'Sat': [], 'Sun': [['5:30', '24:00']]}",,827,418,"[36,34,17,16,22,23,22,37,23,16,25,33,29,23,36,39,25,37,33,24,25,30,35,27,27,29,26,29,25,24]",490050001011,"{""490050001011"":36,""490050001013"":35,""490050001012"":29,""490050001021"":17,""160419702003"":16,""160419702001"":14,""490050002022"":14,""160419701002"":13,""490050002011"":11,""490050001022"":11,""160419702004"":11,""490050002023"":10,""490050004011"":7,""490050003001"":6,""160419702005"":6,""160419701004"":6,""490050005012"":5,""160419701003"":5,""490039603002"":5,""040130405132"":5,""490050003002"":5,""490050005014"":4,""160079502002"":4,""160299601003"":4,""490050005021"":4,""490050012012"":4,""490039603005"":4,""120110106122"":4,""490399725002"":4,""490111253033"":4,""160299602002"":4,""490490106002"":4,""490050002024"":4,""490351134071"":4,""160079501002"":4,""160079501004"":4,""530770028013"":4,""490050005022"":4,""490050004021"":4,""490111253042"":4,""490050002021"":4,""490351134063"":4,""490050004034"":4,""490351143001"":4,""490050003004"":4,""490050006002"":4,""490050002012"":4,""160419701001"":4,""490050005013"":4,""490050010023"":4,""490490101112"":4,""490050004032"":4,""160079502003"":4,""160199714001"":4}","{""490050001011"":30,""490050001013"":27,""490050001012"":20,""160419702001"":17,""160419701002"":13,""490050001021"":12,""490050002022"":12,""490050006002"":10,""490050003001"":10,""490050004011"":9,""160419702003"":9,""490050002011"":9,""490050002023"":8,""490050001022"":8,""160419701004"":8,""490050005021"":8,""490050003003"":6,""160419702005"":6,""490050010022"":5,""160299601004"":5,""490050002012"":5,""490479402011"":5,""490050003002"":5,""160079501004"":4,""490111261011"":4,""490572104022"":4,""490050014011"":4,""490050004031"":4,""160419702004"":4,""490050014012"":4,""490351139032"":4,""490050004032"":4,""490572105122"":4,""490050005022"":4,""490050010012"":4,""490572105052"":4,""490050003004"":4,""160299601003"":4,""490039603005"":4,""490490106002"":4,""530110410092"":4,""160419701003"":4,""490351128172"":4,""160050003001"":4,""040130405132"":4,""160419701001"":4,""490050005014"":4,""490050005013"":4,""160659503021"":4,""490572105042"":4,""560139404005"":4,""530770028013"":4,""490050005012"":4,""490050011011"":4,""490050004012"":4,""160419702002"":4,""160079502003"":4,""490050012022"":4,""060650408141"":4,""490050004021"":4}",17777.0,6.0,"{'<5': 146, '5-10': 625, '11-20': 43, '21-60': 9, '61-120': 2, '121-240': 2, '>240': 0}","[8,11,21,11,10,8,15,31,91,47,43,65,59,57,57,63,76,47,43,49,39,37,23,16]","{""Monday"":105,""Tuesday"":117,""Wednesday"":102,""Thursday"":99,""Friday"":164,""Saturday"":155,""Sunday"":85}","{""android"":231,""ios"":184}",7588.180132641048,5.357611844844079e-05,8.86821242296536e-05,0.0076450196440952,0.0117506642606459,4,36.702201367066735,13,119.28215444296688,2280.0,2.0,POINT (-111.815099 41.92240200000002),58490.42526345432
17,Beaver Mountain,,Other Amusement and Recreation Industries,Skiing Facilities,713920.0,41.744547,-111.800225,40000 E Hwy 89,Logan,UT,84321,"{'Mon': [['9:00', '16:00']], 'Tue': [['9:00', '16:00']], 'Wed': [['9:00', '16:00']], 'Thu': [['9:00', '16:00']], 'Fri': [['9:00', '16:00']], 'Sat': [['9:00', '16:00']], 'Sun': [['9:00', '16:00']]}",,181,150,"[2,7,1,6,1,19,14,12,12,1,2,7,2,6,14,6,1,3,12,6,6,10,9,1,4,0,7,5,4,1]",490050007012,"{""490050012022"":7,""490050006006"":6,""490050007022"":6,""490039605001"":6,""490050002012"":5,""490050002022"":5,""490050004021"":5,""490050002011"":4,""490050004011"":4,""490050010011"":4,""490572105102"":4,""490111258044"":4,""490050001013"":4,""490050011013"":4,""160419702003"":4,""490050009002"":4,""490050005021"":4,""490050010022"":4,""490039601002"":4,""490351135213"":4,""490050011011"":4,""490050012021"":4,""490050013002"":4,""490039602001"":4,""490039602003"":4,""490111255013"":4,""490039602005"":4,""490050007012"":4,""490050014011"":4,""490050002023"":4,""490111254062"":4}","{""490111254062"":5,""490050004021"":5,""490039605003"":5,""490050001013"":5,""490050004011"":4,""490050014011"":4,""490050002012"":4,""490050011021"":4,""490050002022"":4,""490050005022"":4,""490050010022"":4,""490050012012"":4,""490050001011"":4,""490050004031"":4,""490050004022"":4,""490050004032"":4,""490039608023"":4,""490039602002"":4,""490050006001"":4,""490050011013"":4,""490050007011"":4,""490050003004"":4,""490050012021"":4,""490050007022"":4,""490572103022"":4,""490050002011"":4,""490050006006"":4,""490050013002"":4,""490050007012"":4,""160419702003"":4,""490050011011"":4,""490039602003"":4,""490039605001"":4,""490050012022"":4}",10797.0,38.0,"{'<5': 1, '5-10': 18, '11-20': 14, '21-60': 105, '61-120': 38, '121-240': 5, '>240': 0}","[0,0,0,0,0,0,1,16,19,15,4,18,37,36,15,9,22,30,34,27,11,3,1,1]","{""Monday"":15,""Tuesday"":20,""Wednesday"":34,""Thursday"":31,""Friday"":42,""Saturday"":35,""Sunday"":4}","{""android"":62,""ios"":89}",1660.7746118597695,1.1725849382306872e-05,3.1823728790545555e-05,0.0003415474552827579,0.000779537359650974,43,394.5486646959673,148,1357.9814505814688,2940.0,7.0,POINT (-111.800225 41.744547000000004),2074.733562811105
18,Gateway Storage,,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130.0,41.762403,-111.837874,150 W 1650 N,Logan,UT,84341,,,18,12,"[7,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0]",490050005021,"{""490050005021"":5,""490351129042"":4,""490050002021"":4,""160419701005"":4,""490111263041"":4,""040120205022"":4,""490050006001"":4,""490050014013"":4,""490050007022"":4}","{""490050009002"":4,""490050004021"":4,""490050007022"":4}",6564.0,10.0,"{'<5': 1, '5-10': 9, '11-20': 4, '21-60': 2, '61-120': 1, '121-240': 1, '>240': 0}","[1,1,0,0,0,0,0,0,1,2,2,0,1,0,1,4,2,2,3,0,0,0,2,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":2,""Thursday"":4,""Friday"":8,""Saturday"":2,""Sunday"":0}","{""android"":8,""ios"":4}",165.1599061518003,1.1661065684062085e-06,2.5458983032436443e-06,2.7478021399272443e-05,5.542588635229925e-05,2,18.351100683533367,4,36.702201367066735,,,POINT (-111.837874 41.762403000000006),3274.086609457056
19,Professional Dental Logan,,Offices of Dentists,Offices of Dentists,621210.0,41.713529,-111.838669,975 S State Highway 89,Logan,UT,84321,,Orthodontists,50,10,"[0,0,1,2,3,2,3,1,0,0,4,3,2,0,2,1,0,6,3,2,2,2,0,0,3,2,3,1,2,0]",490050010023,"{""490050010011"":5,""490050012021"":4,""490050005013"":4,""490050007012"":4}","{""490050010022"":4,""490050005013"":4,""490050010023"":4}",4975.0,320.5,"{'<5': 0, '5-10': 6, '11-20': 0, '21-60': 2, '61-120': 2, '121-240': 8, '>240': 32}","[0,0,0,0,0,0,1,23,32,34,34,34,33,30,25,25,23,20,1,1,1,1,0,0]","{""Monday"":15,""Tuesday"":11,""Wednesday"":9,""Thursday"":6,""Friday"":7,""Saturday"":1,""Sunday"":1}","{""android"":7,""ios"":5}",458.7775170883342,3.239184912239468e-06,2.1215819193697035e-06,0.0008404067568703252,0.0014875197096361,42,385.3731143542007,44,403.7242150377341,,,POINT (-111.838669 41.71352900000001),3099.9832310749584
20,West Coast Padl,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,41.742853,-111.788273,1700 Canyon Rd,Logan,UT,84341,,,20,18,"[0,0,1,0,1,4,4,1,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,2,0,1,0,0,0]",490050007013,"{""490050004031"":4,""490050006001"":4,""490050013002"":4,""490139405001"":4}","{""490050012022"":4,""490050005021"":4,""490050004031"":4}",5869.0,7.0,"{'<5': 1, '5-10': 15, '11-20': 4, '21-60': 0, '61-120': 0, '121-240': 0, '>240': 0}","[1,0,0,0,0,0,0,0,1,1,0,1,3,3,3,4,3,2,0,1,0,0,2,1]","{""Monday"":2,""Tuesday"":1,""Wednesday"":6,""Thursday"":4,""Friday"":3,""Saturday"":1,""Sunday"":3}","{""android"":7,""ios"":12}",183.5110068353337,1.295673964895787e-06,3.818847454865466e-06,9.546402676811312e-05,0.00014858730618643248,0,0.0,0,0.0,,,POINT (-111.788273 41.742852999999975),5394.320409846646
21,Figo Ties,,Clothing Stores,,4481.0,41.751496,-111.815899,1111 N 800 E C107,Logan,UT,84341,"{'Mon': [['12:30', '21:00']], 'Tue': [['12:30', '21:00']], 'Wed': [['12:30', '21:00']], 'Thu': [['12:30', '21:00']], 'Fri': [['12:30', '21:00']], 'Sat': [], 'Sun': []}",Men's Clothing,157,64,"[4,3,5,9,6,6,8,3,4,5,5,9,5,6,7,8,6,4,6,5,2,2,5,8,4,4,3,7,4,4]",490050006004,"{""490050006004"":13,""490490101043"":7,""490050007022"":7,""061130103121"":4,""490111254032"":4,""490050008002"":4,""490111261043"":4,""490050004011"":4,""490039603005"":4,""490050006001"":4,""490050006005"":4}","{""490050006004"":13,""490050007022"":6,""490490101043"":4,""560130004001"":4,""490050015001"":4,""490111261043"":4,""490351135053"":4,""490050013001"":4,""061130103121"":4,""490050005021"":4,""490050008001"":4,""490050007012"":4,""530210205026"":4,""490050010022"":4,""490050006001"":4,""150030089271"":4,""490111254032"":4,""490050002012"":4}",1051.0,53.0,"{'<5': 2, '5-10': 22, '11-20': 13, '21-60': 48, '61-120': 25, '121-240': 24, '>240': 23}","[28,22,22,21,21,18,19,19,16,16,16,20,23,23,29,20,24,26,25,43,49,47,42,36]","{""Monday"":22,""Tuesday"":25,""Wednesday"":19,""Thursday"":23,""Friday"":20,""Saturday"":24,""Sunday"":24}","{""android"":31,""ios"":36}",1440.5614036573693,1.0171040624431927e-05,1.3578124283966102e-05,0.002347137090746,0.0033300810249013,72,660.6396246072012,120,1101.066041012002,2550.0,5.0,POINT (-111.81589900000002 41.75149600000001),2667.942809197434
22,Intermountain Foundation at Logan Regional Hospital,,Printing and Related Support Activities,,3231.0,41.755652,-111.82213,500 East 1400 North,Logan,UT,84341,,,30,24,"[15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12]",490050006001,"{""490490013002"":4,""490039606022"":4,""490490018012"":4,""490050004021"":4,""490050003003"":4}","{""490050003004"":6,""160419702002"":4,""490050003003"":4,""490039608011"":4}",6671.0,145.5,"{'<5': 0, '5-10': 6, '11-20': 2, '21-60': 5, '61-120': 1, '121-240': 4, '>240': 12}","[0,0,1,2,2,4,4,5,6,7,7,8,7,10,11,11,11,11,5,5,5,6,5,4]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":15,""Saturday"":15,""Sunday"":0}","{""android"":10,""ios"":14}",275.2665102530005,1.9435109473436803e-06,5.091796606487289e-06,0.0013815971262779,0.0033572068039391,17,155.98435581003363,22,201.86210751886705,,,POINT (-111.82213 41.75565200000001),1518.7823458918901
23,Canyon Entrance Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,41.74267,-111.788531,Canyon Rd,Logan,UT,84321,,,284,217,"[9,14,12,4,3,13,13,19,11,15,5,2,1,4,6,7,13,13,8,10,5,2,10,21,5,10,18,8,5,18]",490050007013,"{""490050007022"":20,""490050006004"":11,""490050007012"":10,""490050005021"":8,""490050006006"":7,""490050001021"":6,""490050008001"":6,""490050004031"":5,""490050012022"":5,""490050012011"":5,""490490101044"":4,""490050003004"":4,""490050005013"":4,""490050002024"":4,""490050002022"":4,""490050004011"":4,""490050008002"":4,""160419701004"":4,""490039605003"":4,""490039602003"":4,""490050011013"":4,""490050013002"":4,""480410001022"":4,""490050006005"":4,""490050008003"":4,""490050014011"":4,""490050008004"":4,""160659503022"":4,""490050002021"":4,""490111254061"":4,""490050009001"":4,""490050006001"":4,""490572015003"":4,""490339501001"":4,""490351131082"":4,""490050004021"":4,""490050010023"":4,""490039604002"":4,""490050002011"":4,""490351139031"":4,""490050001013"":4,""490050006002"":4,""490050010011"":4,""490050013003"":4}","{""490050007022"":18,""490050006004"":10,""490050006006"":8,""490050006005"":7,""490050006002"":7,""490050007012"":6,""490050003004"":6,""490050010012"":5,""490050004031"":5,""490050013002"":5,""490050012022"":5,""490050005021"":5,""490070001001"":4,""490050005012"":4,""490050008003"":4,""320030053491"":4,""490050011023"":4,""490050006001"":4,""490351130201"":4,""160419702003"":4,""160830005003"":4,""490050004021"":4,""490050005013"":4,""490050006003"":4,""490050010011"":4,""490050004011"":4,""490339501001"":4,""490050012012"":4,""490039602003"":4,""490111261043"":4,""490572001001"":4,""490050007013"":4,""490050010021"":4,""490050004032"":4,""490050007021"":4,""490050003003"":4,""490039603001"":4,""490050008001"":4,""490050010024"":4,""490050008002"":4,""490050014011"":4,""240276030032"":4,""490050011011"":4,""490050013003"":4}",5012.0,22.0,"{'<5': 5, '5-10': 93, '11-20': 31, '21-60': 108, '61-120': 38, '121-240': 7, '>240': 2}","[4,1,2,1,0,0,3,3,9,14,14,26,27,32,42,45,43,40,33,33,27,15,12,7]","{""Monday"":27,""Tuesday"":23,""Wednesday"":42,""Thursday"":30,""Friday"":41,""Saturday"":60,""Sunday"":61}","{""android"":89,""ios"":125}",2605.856297061738,1.8398570301520177e-05,4.6038327650322566e-05,0.0002966395130098361,0.0006495214353508902,47,431.25086606303415,155,1422.210302973836,,,POINT (-111.788531 41.74266999999998),5338.478662750337
24,Ipaco Inc,,Other Miscellaneous Manufacturing,,3399.0,41.74223,-111.860134,555 N 1000 W,Logan,UT,84321,,,181,78,"[9,3,1,8,8,8,9,8,1,0,7,9,7,7,11,5,0,12,9,7,3,10,2,0,12,7,8,4,6,0]",490050003003,"{""490050013001"":8,""490039602001"":7,""490050003003"":5,""490050005014"":5,""160419701002"":4,""490050002012"":4,""490050013002"":4,""490050002022"":4,""490050010012"":4,""490050004034"":4,""160419702005"":4,""160419701001"":4,""160719601002"":4,""490050001022"":4,""490050002024"":4,""160419702004"":4,""490351134071"":4,""160419702001"":4,""490050015001"":4,""490111259051"":4,""490050002023"":4}","{""490050005022"":10,""490050003003"":5,""160419701001"":4,""490050010023"":4,""490050013001"":4,""490050012011"":4,""490050010024"":4,""490050005013"":4,""490111262021"":4,""490050012021"":4,""490039602001"":4,""490050004012"":4,""490050004032"":4,""490050002012"":4,""490050003001"":4}",11121.0,41.0,"{'<5': 2, '5-10': 49, '11-20': 26, '21-60': 17, '61-120': 8, '121-240': 36, '>240': 43}","[0,0,0,0,0,0,0,54,65,64,64,66,57,60,52,51,48,24,0,0,1,0,0,0]","{""Monday"":39,""Tuesday"":33,""Wednesday"":30,""Thursday"":23,""Friday"":44,""Saturday"":11,""Sunday"":1}","{""android"":50,""ios"":24}",1660.7746118597695,1.1725849382306872e-05,1.6548338971083686e-05,0.0011576368857649,0.0041600588384012,87,798.2728797337013,104,954.257235543735,,,POINT (-111.86013400000002 41.74222999999999),6948.355659466919
25,Katie V Photography,,"Other Professional, Scientific, and Technical Services",Photographic Services,54192.0,41.74122,-111.828723,245 E 500 N,Logan,UT,84321,,"Photographer,Session Photography,Videographers",119,30,"[1,2,2,6,4,4,4,2,3,3,2,3,2,4,3,7,1,2,4,4,4,4,15,2,7,5,5,5,2,7]",490050008002,"{""490050008001"":4,""490490032052"":4,""490039608023"":4,""490050006005"":4,""490050007012"":4,""490050013002"":4,""490050012011"":4,""490050003004"":4}","{""490050002021"":4,""490050004032"":4,""490050004012"":4,""490050014022"":4,""530199701001"":4}",4629.0,118.0,"{'<5': 3, '5-10': 10, '11-20': 8, '21-60': 21, '61-120': 18, '121-240': 24, '>240': 35}","[19,15,13,13,13,13,13,15,15,17,21,25,19,24,26,22,24,27,26,33,34,32,33,24]","{""Monday"":17,""Tuesday"":16,""Wednesday"":15,""Thursday"":17,""Friday"":12,""Saturday"":34,""Sunday"":8}","{""android"":21,""ios"":8}",1091.8904906702353,7.709260091129933e-06,6.36474575810911e-06,0.0093252879868348,0.0182375478927203,77,706.5173763160346,98,899.203933493135,,,POINT (-111.82872300000001 41.74122),3082.543555464871
26,Trails West Mfg,,Other Miscellaneous Manufacturing,,3399.0,42.097556,-111.897622,65 N 8th W,Preston,ID,83263,,,47,16,"[0,1,0,1,0,2,4,0,0,0,0,1,6,3,2,0,0,2,4,1,4,0,0,2,5,4,3,2,0,0]",160419701003,"{""160319501001"":4,""490050001011"":4,""490050001022"":4,""490572103031"":4}","{""160419701003"":6,""160419702004"":4,""160319501001"":4,""490050001022"":4,""160419702003"":4}",30362.0,138.0,"{'<5': 0, '5-10': 8, '11-20': 2, '21-60': 6, '61-120': 5, '121-240': 8, '>240': 18}","[1,1,1,1,1,14,17,17,25,25,27,27,19,22,20,15,11,1,2,2,1,1,1,1]","{""Monday"":8,""Tuesday"":9,""Wednesday"":12,""Thursday"":13,""Friday"":2,""Saturday"":1,""Sunday"":2}","{""android"":10,""ios"":6}",404.3422679732714,5.131124242422257e-06,5.721660526013708e-06,0.0006863818912011683,0.0024494475713987,31,266.693836322796,37,318.3119981917243,,,POINT (-111.897622 42.097556),123989.33773081825
27,Eye Care For You,,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,42.099224,-111.876145,134 N State St Ste A,Preston,ID,83263,"{'Mon': [['9:00', '17:00']], 'Tue': [['9:00', '17:00']], 'Wed': [['9:00', '17:00']], 'Thu': [['9:00', '17:00']], 'Fri': [['9:00', '17:00']], 'Sat': [], 'Sun': []}","Opticians,Optometrists",9,9,"[0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0]",160419701002,"{""160419702001"":4,""160419701005"":4,""160419702004"":4}","{""160050019004"":4,""160419702004"":4}",10606.0,11.0,"{'<5': 1, '5-10': 3, '11-20': 2, '21-60': 3, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,2,0,0,0,0,0,0,0]","{""Monday"":3,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":4,""Saturday"":0,""Sunday"":0}","{""android"":5,""ios"":0}",77.4272428033924,9.825557059957517e-07,3.218434045882711e-06,0.00014298423995932894,0.00030714626987918915,0,0.0,3,25.809080934464134,2400.0,5.0,POINT (-111.876145 42.09922399999999),123763.04749932639
